nid,vid,type,title,status,created,changed,uid,alignment_tid,bans,bans_format,bar_ilan_library_id,bar_ilan_library_id_format,berlin_library_id,berlin_library_id_format,bibliographical_citations,bibliographical_citations_format,book_availability_notes,book_availability_notes_format,book_not_available,book_structure_notes,book_structure_notes_format,book_studies,book_studies_format,book_type_general_notes,book_type_general_notes_format,british_library_id,british_library_id_format,catalog_numbers_notes,catalog_numbers_notes_format,censorship,censorship_format,contacts_official_agents,contacts_official_agents_format,contacts_other_people,contacts_other_people_format,contemporary_disputes,contemporary_disputes_format,contemporary_references,contemporary_references_format,contents_table_notes,contents_table_notes_format,contradict_new_edition,contradict_original,copy_of_book_used,copy_of_book_used_format,dedications,dedications_notes,dedications_notes_format,diagrams_book_pages,diagrams_book_pages_format,diagrams_notes,diagrams_notes_format,editions_notes,editions_notes_format,epilogue,epilogue_notes,epilogue_notes_format,examined_volume_number,expanded_in_edition,expanded_in_translations,fonts_tid,format_of_publication_date_tid,founders_notes,founders_notes_format,frankfurt_library_id,frankfurt_library_id_format,full_title,full_title_format,funders,gregorian_year,gregorian_year_pub_other,gregorian_year_pub_other_format,heb_year_publication_other,heb_year_publication_other_format,hebrew_year_of_publication,hebrew_year_of_publication_format,height,height_format,huji_library_id,huji_library_id_format,illustrations_diagrams,jewish_sources_quotes,jewish_sources_quotes_format,language_tid,language_of_footnotes_tid,languages_number_tid,last_known_edition,last_known_edition_format,later_references,later_references_format,link_to_digital_book_attributes,link_to_digital_book_title,link_to_digital_book_url,location_of_footnotes_tid,main_textual_models_tid,mention_general_notes,mention_general_notes_format,mentions_in_reviews,mentions_in_reviews_format,motto,motto_format,name_of_series_tid,new_edition_general_notes,new_edition_general_notes_format,new_edition_type_else_note,new_edition_type_else_note_format,new_edition_type_else_ref,new_edition_type_else_ref_format,new_edition_type_elsewhere_tid,new_edition_type_in_text_tid,new_edition_type_notes,new_edition_type_notes_format,new_edition_type_reference,new_edition_type_reference_format,new_york_library_id,new_york_library_id_format,non_jewish_sources_quotes,non_jewish_sources_quotes_format,occasional_words_languages_tid,old_author_addition_names,old_author_addition_names_format,old_name_in_book,old_name_in_book_format,old_text,old_text_author_target_id,old_text_author_in_book,old_text_author_in_book_format,old_text_format,original_author,original_author_else_refer,original_author_else_refer_format,original_author_elsewhere,original_author_elsewhere_format,original_author_format,original_author_other_name,original_author_other_name_format,original_language_tid,original_publication_place_tid,original_publication_year,original_publication_year_format,original_publisher_tid,original_sources_mention,original_sources_mention_format,original_text_author_target_id,original_text_name,original_text_name_format,original_title,original_title_else_refer,original_title_else_refer_format,original_title_elsewhere,original_title_elsewhere_format,original_title_format,original_type_tid,other_books_names,other_books_names_format,other_libraries,other_libraries_format,other_volumes,other_volumes_format,pages_number,pages_number_format,partial_publication_other,partial_publication_other_format,personal_address,personal_addresse_notes,personal_addresse_notes_format,planned_volumes,planned_volumes_format,preface,presented_as_original,presented_as_translation,presented_new_edition,presented_new_edition_note,presented_new_edition_note_format,presented_new_edition_refe,presented_new_edition_refe_format,presented_original_notes,presented_original_notes_format,presented_original_referen,presented_original_referen_format,presented_translatio_notes,presented_translatio_notes_format,presented_translation_refe,presented_translation_refe_format,preservation_references,preservation_references_format,price,price_format,printed_originally,printers,printers_notes,printers_notes_format,printing_press_notes,printing_press_notes_format,printing_press_references,printing_press_references_format,production_evidence,production_evidence_format,proofreaders,proofreaders_notes,proofreaders_notes_format,publication_place_tid,publication_place_other_tid,publication_year_in_book,publication_year_in_book_format,publication_year_in_other,publication_year_in_other_format,publisher_name_tid,rabbinical_appro_notes,rabbinical_appro_notes_format,rabbinical_approbations,recommendations,recommendations_notes,recommendations_notes_format,references_for_editions,references_for_editions_format,references_notes,references_notes_format,secondary_sources,secondary_sources_format,secondary_textual_models_tid,sellers,sellers_notes,sellers_notes_format,series_part,sources_exist,sources_list,sources_list_format,sources_not_mentioned,sources_not_mentioned_list,sources_not_mentioned_list_format,sources_not_mentioned_ref,sources_not_mentioned_ref_format,sources_references,sources_references_format,structure_preface_notes,structure_preface_notes_format,subscribers,subscribers_notes,subscribers_notes_format,subscription_appeal,subscription_appeal_notes,subscription_appeal_notes_format,table_of_conten,target_audience_tid,target_audience_notes,target_audience_notes_format,target_general_notes,target_general_notes_format,tel_aviv_library_id,tel_aviv_library_id_format,textual_models_notes,textual_models_notes_format,thanks,thanks_notes,thanks_notes_format,title_in_latin_characters,title_in_latin_characters_format,topic_tid,topics_notes,topics_notes_format,total_number_of_editions,total_number_of_editions_format,translation_notes,translation_notes_format,translation_type,typography_tid,volumes_notes,volumes_notes_format,volumes_published_number,volumes_published_number_format,width,width_format
2018,2018,book,Letters on the present state of the Jewish poor in the metropolis,1,1428490158,1428490158,1,412.0,,,,,,,,,,,,,,"על ההקשר בו פורסם החיבור ועל התגובות שעוררו הצעותיו של ונאובן בקרב חברי הקהילה היהודית, ראו: 

Todd Endelman, The Jews of Britain 1656 to 2000, Berkeley 2002, pp. 83 - 84

Endelman, The Jews of Georgian England

Ruderman, Jewish Enlightenment in an English Key",filtered_html,,,,,,,,,,,,,"הספר עורר תגובות בקרב חברי הקהילה היהודי ת. התנגדו להצעות היהודים הספרדים, שהסתייגו מן הרעיון להיות קשורים לאשכנזים בעיני השלטונות, אך גם עניי האשכנזים, שהתנגדו להענקת כוח נוסף לעשירים על גורלם של העניים. 

Endelman, The Jews of Britain",filtered_html,,,,,,,עותק באוניברסיטת תל אביב (הנמצא בצילום),filtered_html,0.0,,,,,,,,,0.0,,,,,,414.0,409.0,,,,,"Letters on the present state of the Jewish poor in the metropolis: with propositions for ameliorating their condition, by improving the morals of the youth of both sexes, and by rendering their labour useful and productive in a greater degree to themselves and to the nation",,0.0,,,,,,,,,,,,0.0,,,436.0,436.0,410.0,,,,,,,,424.0,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7, 36 עמ'",,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,"""Patrick Colquhoun's scathing comments about Jewish criminals in 1795 triggered Joshua van Oven's proposals to reform the system of welfare and education for the Jewish poor"".
David Cesarani, ""Jewish Emancipation: From Teleology to a Comparative Perspective: A Comment on Reinhard Rürup"", ''Two Nations: British and German Jews in Comparative Perspective'', ed. Michael Brenner, Rainer Liedtke & David Rechter, London, Tübingen 1999, pp. 63- 66 (here 64).",filtered_html,0.0,,,148.0,,1802,,,,539.0,,,0.0,0.0,,,,,"נטלי:

IUL

ספרייה תל אביב: 933.5)42(VAN

נכתבה תגובה לחיבור זה ע""י Alexander.",filtered_html,ראו: מאמרים ומחקרים על הספר (בחלון זה),filtered_html,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,420.0,"המחבר מבקש לקדם חוק שיתמוך בטיפול עניי הקהילה היהודית, בעקבות התכתבותו עם 
Patrick Colquhoun.


בהקדמתו כותב: 

Although these Letters were not originally intended for publication, yet now that a Petition lies before the House of Commons for the purposes stated in them, it is thought expedient that the Public should be in possession of those important facts, which, by evincing their necessity, have given rise to the Propositions they contain.",filtered_html,,,933.5 (42) VAN,,,,0.0,,,,,516.0,"הספר כולל שלושה מכתבים, שניים מאת ונאובן ואחד מאת קולקוהון, בעניין הסדרה בחוק של התמיכה בעניי הקהילה היהודית. ונאובן כולל בטיעוניו, בין היתר, רעיונות שהושמעו בגרמניה בעניין ""תיקון"" היהודים (בעיקר ההיסטוריזציה של מצבם הירוד ושלילת הנימוק כי ""פגמיהם"" של היהודים נובעים מ""טבעם"" או מחינוך לקוי). כפתרון לבעיית העוני הגוברת, הוא מציע הקמת מוסד לחינוך ילדי העניים משני המינים ומוסד לטיפול בחולים, בתמיכת הממשלה.",,,,,,,429.0,,,,,,
2019,2019,book,Lettre Circulaire,1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lettre Circulaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 עמ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,1767,,,,,,,,,,,"נטלי:

Hertzberg 1968",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2020,book,Lettre au rédacteur du Progresseur,1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lettre au rédacteur du Progresseur: sur la loi d'élection municipale en rapport avec le culte israélite ... par Michel Berr,,,,,,,,,,,,,,,,,,,,,,,,a:0:{},,http://reader.digitale-sammlungen.de/resolve/display/bsb10477114.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 ע',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808,,545.0,,,,,,,,,"נטלי:

IUL

ספרייה לאומית: S 93 B 5064

הוחלט: אמנם יש השפעה של הנאורות, אך זו פעילות פוליטית ועל כן החיבור לא שייך.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2021,book,Lettre ou Reflexions d'un Milord a son correspondant a Paris,1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lettre ou Reflexions d'un Milord a son correspondant a Paris: au sujet de la requete des marchands des Six-Corps, contre l'admission des juifs aux brevets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,1767,,,,,,,,,,,,,"נטלי:

הרצברג תשל""א.

Ronald Schechter, Obstinate Hebrews, Berkeley 2003, pp. 115 ff

עותק בספריה בהר הצופים (צילום מהדורה מקורית): DS 144.1 V25

IUL

לפי הרצברג (עמ' 49) ואלאברג , אינטלקטואל  יהודי מאוויניון, שעבד בפריס בספריה המלכותית כמומחה לעברית, כתב חיבור זה בעילום שם, מחופש ללורד אנגלי, להגנת מעמדם של היהודים בצרפת.

אף כי בספר רשום כי יצא לאור בלונדון, הרצברג משער כי לאמיתו של דבר התפרסם בפריס.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022,book,Leviathan oder Ueber Religion in Rücksicht des Judenthums,1,1428490158,1428490158,1,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bendavid, Lazarus: Etwas zur Charakteristik der Juden; Rezension von Bk. [Gebhard, Johann Georg]: Weltweisheit, in: Neue allgemeine deutsche Bibliothek. 1793-1806. 5. Bd.,1. St., 1793, S. S. 365 - 368.",filtered_html,"Einleitung

Erstes Buch. Von der Religion

Erstes Kapitel. Von dem Zwecke aller Religionen.

Zweites Kapitel. Von der mannigfaltigen Form und dem Umfange der Religion.

Drittes Kapitel. Eigenheit einer jeden Religion in Beziehung der Gesellschaft.

Viertes Kapitel. Von dem Zwecke der Offenbarung.

Fünftes Kapitel. Vom religiösen Glauben.

Sechstes Kapitel. Von der Gradation im Glauben.

Siebentes Kapitel. Nähere Entwickelung der Bestandtheile der geoffenbarten Religion, Antinomie ihrer verschiedenen Anhänger, nähere Bestimmung der geoffenbarten Lehre.

Achtes Kapitel. Vom constituirten Glauben.

Neuntes Kapitel. Uebergang der Theokratie in Hierarchie.

Zehntes Kapitel. Constitution der Religion durch Hierokratie oder Liturgie.


Zweites Buch. Vom Judenthume.

Erstes Kapitel. Vom Zwecke des Judenthums.

Zweites Kapitel. Vom Wesen des Judenthums.

Drittes Kapitel. Entwickelung einiger Begriffe, die das Wesen des Judenthums näher bestimmen helfen, und Fortschritte desselben.

Viertes Kapitel. Näherer Blick ins Wesen des Judenthums. Theses, die die Form desselben betreffen.

Fünftes Kapitel. Verfall des Judenthums. Entwickelung des darin entstandenen Sektionsgeistes. Zweck der mündlichen Tradition und Ursprung des Talmudismus.

Sechstes Kapitel. Darstellung der neuern Meinungen vom Wesen des Judenthums. Maimonides, Spinosa und Mendelsohn.

Siebentes Kapitel. Näherer Darstellung des eigentlichen Judenthums. Ueber Dogmen und Kirchenmacht im Judenthume.


Drittes Buch. Von der Läuterung des Judenthums.

Erstes Kapitel. Von dem Zwecke der Religion für den gebildeten Menschen.

Zweites Kapitel. Ueber die Vortheile und Nachtheile einer Constitution der Religion.

Drittes Kapitel. Was die Religion der gebildeten Gesellschaft aufopfern muß.

Viertes Kapitel. Ueber die Reformation als positiv und negativ betrachtet.

Fünftes Kapitel. Von der Reformation im Judenthume. Von welcher Gattung die seyn muß.

Sechstes Kapitel. Bestimmung der positiven Reformation im Judenthume.

Siebentes Kapitel. Organe des Judenthums.
Nachschrift.",filtered_html,,,Hochschule für jüdische Studien: 296.109 Asch,filtered_html,0.0,,,,,,,,,1.0,"Nachschrift enthält Polemik gegen Friedländer, David: Aktenstücke.",filtered_html,,,,413.0,409.0,,,,,Leviathan oder Ueber Religion in Rücksicht des Judenthums,,0.0,1792.0,,,,,תקנג,,16,,1912017,,0.0,,,415.0,415.0,410.0,,,,,,,,424.0,377.0,,,,,"פתחו שערים ויבא גוי צדיק שמר אמנים
Jesa: 26,2.",filtered_html,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7], 246",,,,1.0,Friedrich Wilhelm II. König von Preußen.,filtered_html,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,14.0,,1792,,,,546.0,,,0.0,0.0,,,,,,,Grab: Saul Ascher,filtered_html,,0.0,,,,1.0,"He quote also:

Apuleius, Lucius: Metamorphoses.

Bayle, Pierre: Pensees diverses, Rotterdam 1619.

Hume, David: Essays, London 1760.

Lessing, Gotthold Ephraim: Theologischer nachlaß, Berlin 1784.

Maimonides, Moses: More nevuchim.

Mendelssohn, Moses: Jerusalem oder über religiöse Macht und Judenthum, Berlin 1783.

Michaelis, Johannes David: Mosaisches Recht, Frankfurt/Main 1770-1803.

Montesquieu: Espit de Loix, Genf 1788

Priestley, Joseph: Letters to the jews, Birmingham 1786/87. [Priestley: Briefe an die Juden, um sie zu einer freundschaftlichen Untersuchung der Beweise für das Christenthum einzuladen, Frankfurt/Main 1787]

Pufendorf, Samuel von: Le droit de la nature et des gens, Amsterdam 1706.

Reimmann, Jacob Friedrich: Historia universalis atheismi et atheorum falso et merito suspectorum, Hamburg 1725.

Sallust: Catilina.

Spinoza, Baruch de: Tractatus theologico-politicus, Hamburg 1670.

Toland, John, A collection of several pieces, London 1726.

Trigland, Jacob: Diatribe de Secta Karacor, Hamburg/ Leipzig 1714.

Pauw, Cornelius de: Recherches philosophiques sur les Égyptiens et les Chinois, Berlin 1773.

Trigland, Jakob: Diatribe de Secta Karaeorum, Hamburg/Leipzig 1714.",filtered_html,1.0,Immanuel Kant: Kritik der reinen Vernunft.,filtered_html,,,,,,,0.0,,,0.0,,,1.0,426.0,,,,,,,,,0.0,,,,,421.0,,,,,,,,429.0,,,,,9.5,
2023,2023,book,Moses Mendelssohns Morgenstunden oder Vorlesungen über das Daseyn Gottes,1,1428490158,1428490158,1,412.0,,,,,SBBPK: 168190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"עותק דיגיטלי, Bayerische Staatsbibliothek.
http://daten.digitale-sammlungen.de/~db/bsb00003672/images/index.html?id=00003672&fip=85.250.69.179&no=30&seite=1",filtered_html,,,,,,צורות גיאומטריות בחלק של הנספח.,filtered_html,,,0.0,"בסוף הספר יש תוספת של כ- 40 עמ':
Anmerkungen und Zusaetze",filtered_html,,,,413.0,409.0,,,,,Moses Mendelssohns Morgenstunden oder Vorlesungen über das Daseyn Gottes: Erster Theil,,,,,,,,,,15.5,,,,1.0,,,415.0,415.0,410.0,,,,,a:0:{},,http://daten.digitale-sammlungen.de/~db/bsb00003672/images/index.html?id=00003672&fip=85.250.69.179&no=30&seite=1,424.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 BI., 330 S., XL S.",,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"מנדלסון מספר בהקדמתו על מפגשי הבוקר שקיים עם בנו, עם חתנו ש[מעון פייט] ועם צעיר שלישי, ומהם צמח הספר הנוכחי.",filtered_html,,,,14.0,,1785,,,,549.0,,,,,,,,,"AK: Meyer - 1965 - Nr. 323. SBBPK: 168190
נטלי: עבדתי על הספר בעזרת עותק דיגיטלי במאגר של:
Bayerische Staatsbibliothek",filtered_html,,,,,,,,,,,,,,,,,,"בהקדמתו מספר מנדלסון על מחלת העצבים שמנע ממנו במשך שנים רבות להתעדכן בחידושים בתחום הפילוסופיה, מהם מסתייג במידה רבה ומצהיר כי הינו משתייך לאסכולה ישנה יותר.
הוא מתאר כיצד נולד החיבור הזה ומביע את כוונתו לפרסם חלק ב'.",filtered_html,,,,,,,1.0,426.0,,,,,,,,,,,,,,550.0,,,,,,,,429.0,,,,,9.5,
2024,2024,book,"Mémoire à consulter et consultation pour les cytoyens français professant le culte judaïque à Bordeaux, connus sous le nom de juifs portugais et avignonnais",1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mémoire à consulter et consultation pour les cytoyens français professant le culte judaïque à Bordeaux, connus sous le nom de juifs portugais et avignonnais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 ע',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,,,552.0,,,,,,,,,"נטלי:

קטלוג צרפתי (מציין שהחיבור חתום בתאריך:  frimaire an VII )

מיקרופילם בספריה הלאומית: FI 5741

לבדוק מהו נושא החיבור, על מנת לקבוע האם שייך לספריה.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2025,book,Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau - 1776,1,1428490158,1428490158,1,525.0,,,,,,,,,,,,"אין איורים, אך ישנה מסגרת מקושטת בעמוד השער.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,"עותק מצולם באוסף שלום, הספריה הלאומית",filtered_html,1.0,"מטרת הספר היא להוקיר את זכרו של ר' יעקב עמדן, שהלך לעולמו.",filtered_html,,,,,,,0.0,,,,,,455.0,457.0,,,,,Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau,,0.0,1776.0,,,,,תקלו,,,,R/8=31V1493; אוסף שלום: 5336.14 (עותק מצולם),,0.0,,,,,410.0,,,,,,,,,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7] ע',,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,"נוסח כתיבת התאריך: יש לציין כי התאריך שמופיע בשער הספר מתייחס לשנת מותו של ר' יעקב עמדן, לא בהכרח לתאריך הדפסת הספר.  השנה כפי שהיא מופיעה:
""שנת <strong><ins>ואיך אתנחם</ins></strong>"".",filtered_html,,,,,0.0,,,14.0,,תקלו,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,1.0,"יעקב עמדן: לוח ארש.

זלמן הענא: סדור בית תפילה.",filtered_html,,,,,,"בעת דיון על ענייני דיקדוק כותב המחבר: ""ולכן אין להשגיח במה שנדפס בסידור בית תפלה של מו' זלמן הענא ז""ל..."" (עמ' [6])",filtered_html,,,0.0,,,0.0,,,0.0,420.0,,,,,,,,,0.0,,,,,459.0,"בתום שיר הקינה לזכרו של ר' יעקב עמדן, מקדיש שלמה דבנא כשני עמודים לדיון בענייני לשון ודקדוק. בין היתר, הוא מסתמך על דברי עמדן עצמו.",,,,,,,429.0,,,,,,
2026,2026,book,Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau - 1804,1,1428490158,1428490158,1,412.0,,,,,Ay 21180,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enthält:

Ausführliche Darstellung der inneren Einrichtung der Schule, S. 14-32.

Beispiel des Hebräischunterrichts an der Schule S. 33-44

S. 45-49: Tabellarische Ordnung der sämmtlichen Gegenstände in den 1.-5. Klassen.

Personal und Schüler der Schule, S. 50-53.

Über die Arbeit der Schule, S. 54-94

Rede von Lehrer Herr Wolf: „Rede bey Eröffnung des am 23sten März 1803 in der jüdischen Schule stattgehabten öffentlichen Examens. Gesprochen von dem Lehrlinge L. Jacob aus Oranienbaum. S. 95-100.",filtered_html,,,UB Rostock: Hb 3166,filtered_html,0.0,,,,,,,,,1.0,Rede von Lehrer Herr Wolf: „Rede bey Eröffnung des am 23sten März 1803 in der jüdischen Schule stattgehabten öffentlichen Examens. Gesprochen von dem Lehrlinge L. Jacob aus Oranienbaum.,filtered_html,,,,413.0,409.0,,,,,Nachricht von der jüdischen Haupt- und Frey-Schule in Deßau,,0.0,1804.0,,,,,,,16,,,,0.0,,,415.0,415.0,410.0,,,,,,,,424.0,375.0,,,,,"La raison, le jugement viennent lentement: les préjugés accourent en foule, c’est d’eux qu’il faut préserver l’enfant. Roussau [Emile, Livre Troisième]",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UB Rostock: Hb 3166,,,,102,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,"יש בספר עדות מאת דוד פרנקל על תהליך כתיבת הספר - על כוונתו לפרסמו לפני הבחינה השנתית בבית הספר שלכבודה פורסם הספר, ועל העובדה שקשיים וחוסר זמן פנוי מנעו זאת ממנו.",filtered_html,0.0,,,54.0,,1804,,,,554.0,,,0.0,0.0,,,,,"In der SBBPK-Ausgabe fehlen die Seiten 15/16, 95/96.
Verweis auf weiteres Buch auf S. 15.: David Fränkel/Joseph Wolf: Einrichtung der jüdischen Freischuel in Deßau, Dessau 1802. (nicht ermittelt)",filtered_html,,,,0.0,,,,1.0,"Fabri, Johann Ernst: Handbuch der neuesten Geographie.

Henke, D.: Museum für Religionswissenschaft.

Olivier, Ludwig Heinrich Ferdinand: Versuch der Karakteristik einer ... Leselehrart.

Schott, Bendict: Zaphnath-Paneach.",filtered_html,,,,,,,,,,0.0,,,0.0,,,,420.0,"הספר מיועד, בין היתר, להורי תלמידי בית הספר ולהוריהם של תלמידים פוטנציאלים.",filtered_html,,,,,,,0.0,,,,,516.0,,,,,,,,429.0,,,,,10,
2027,2027,book,Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau - 1809,1,1428490158,1428490158,1,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הלאומית העברית S 54 B 1005,filtered_html,1.0,,,,,,,,,0.0,,,,,,454.0,409.0,,,,,Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau,,,1809.0,,,,,,,,,S 54 B 1005,,0.0,,,519.0,,417.0,,,,,,,,,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 [2] 8,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,תקסט,,,,430.0,,,,,,,,,,,,,366.0,,,,,,,,,,,,,,,,,,,,,,,0.0,426.0,,,,,,,,,,,,,,460.0,הספר הוא ספר תודה לפרידריך וילהלם השלישי שחזר בשלום לביתו מן המלחמה (מופיע בשער הספר ובעמ' 8 בחלק שבעברית),,,,,,,429.0,,,,,,
2028,2028,book,Nahum neu übersetzt und mit Anmerkungen versehen,1,1428490158,1428490158,1,412.0,,,,,Bo 9830,,,,,,,"Angefügt sind der Prüfungsplan und die Namen der Schüler.
""Die Prüfung wird in folgender Odnung gehalten werden:
Mittwoch, den 4. Mai ..., Donnerstag den 5. Mai....""",filtered_html,,,,,,,,,,,,,,,,,,,,,,,SBBPK: Bo 9830,filtered_html,0.0,,,,,,,,,0.0,,,,,,454.0,409.0,,,,,"Nahum neu übersetzt und mit Anmerkungen versehen: Womit zur öffentlichen Prüfung sämmtlicher Klassen der Königlichen Wilhelms-Schule auf den 4. und 5. May ehrerbietigst einladet M. Neumann, Oberlehrer und erster Inspektor obgedachter Schule",,0.0,1808.0,,,,,תקסח,,18,,,,0.0,,,415.0,415.0,410.0,,,,,,,,424.0,387.0,"Liste der zu prüfenden Schüler:

aus Königsberg:
Jacob Marcus, 

aus Breslau:
Salomon Schweizer, Moritz Sachs, Jonas Dohm, Löbel Hildsbach, Mendel Werther, Löbel Dessauer, Louis Meyer Frankel, August Asch, Heinrich Caro, Ludwig Heimann, Louis Itzinger, Heinrich Wertheim, Löbel Levis, David Sington, Leopold Kalkstein, I. L. Dohm, Marcus Lauber, Elcan Heimann, Louis Frankfurter, Moritz Mark

aus Inowraclaw:
Ignatz Josephy

Aus Lissa:
Salomon Wiener

aus Friedland:
Abraham Friedländer

aus Hundsfeld:
Gustel Cohn",filtered_html,,,,,,,,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,,,439.0,,,,,,,,"Nahum, נחום: נחום.",,Nahum,,,,,,391.0,,,,,,,32 p,,,,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,28.0,,1808,,,,496.0,,,0.0,0.0,,,,,,,,,366.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,426.0,,,,,,,,,0.0,,,,,,,,1,,,,translation of old text,429.0,,,,,10,
2029,2029,book,Napoleon oder über den Fortschritt der Regierung,1,1428490158,1428490158,1,,,,,,Rb 3080,,,,,,,,,,,,,,,,,,,,,,,,,,,"1. Idee über den Zweck der Regierung überhaupt

2. Vom Ursprunge der Regierung

3. Erste Entwickelungsstufe der Regierung

4. Zweite Entwickelungsstufe der Regierung

5. Dritte Entwickelungsstufe der Regierung

6. Über Italiens und Deutschlands erlittenes Schicksal

7. Deutschlands Aussichten

8. Über Preussens Schicksal

9. Russlands Verhältniss zur zeitigen Entwickelungsstufe der Regierung

10. Von den Verhältnissen Englands zur zeitigen Entwickelungsstufe der Regierung

11. Andeutung über das künftige Schicksal europäischer Staaten",filtered_html,,,SBBKP: Rb 3080,filtered_html,1.0,"Karl Theodor von Dalberg (1744-1817), Fürst Primas des Rheinbundes",filtered_html,,,,,,,0.0,,,,,,,409.0,,,18/31964,,Napoleon oder über den Fortschritt der Regierung,,0.0,1808.0,,,,,תקסט,,19,,,,0.0,,,,,410.0,,,,,,,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4], XII, 140",,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,"Entstanden im November 1807, wie Widmung an Dalberg zeigt.",filtered_html,0.0,,,,,1808,,,,556.0,,,0.0,0.0,,,,,,,Grab 1977,filtered_html,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,,,,,,,0.0,,,,,,,,1,,,,,,,,,,12,
